,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15
1962,1370802650,605000.0,3,2.0,2660,4500,1.0,1330,1330,1922,1790,5000
18859,821049149,335000.0,4,1.75,2000,10890,1.0,1390,610,1961,1520,9250
16432,5104520460,399950.0,4,2.5,2350,5100,2.0,2350,0,2003,2190,5100
12049,5466750140,270000.0,3,2.25,1420,7800,1.0,1130,290,1985,1460,7800
13730,1703900155,325000.0,2,1.0,790,6000,1.0,790,0,1948,960,6000
14004,8658303065,307000.0,3,1.0,1370,7500,1.0,1370,0,1960,1160,7500
2501,3298720030,560000.0,4,1.75,2150,8555,1.0,1460,690,1982,1480,7405
5610,1839900080,335000.0,3,1.0,950,8000,1.0,950,0,1968,2270,8540
3643,1561600025,712500.0,3,1.5,1660,8797,1.0,1660,0,1956,2350,10053
18510,6064800410,300000.0,3,2.25,1960,1585,2.0,1750,210,2003,1760,1958
16846,621069102,260000.0,3,1.0,1300,10139,1.0,1300,0,1962,1260,10139
21447,7853360620,425000.0,3,2.5,1950,5689,2.0,1950,0,2009,2190,5653
643,9385200045,729500.0,3,2.5,1660,1091,3.0,1530,130,2015,1510,1352
17210,7214770020,549950.0,5,2.5,2650,54380,2.0,2650,0,1984,2560,49044
19111,5412300100,240000.0,3,1.75,1420,6984,1.0,980,440,1980,1430,7875
10193,2025701360,260000.0,3,2.5,1510,6095,2.0,1510,0,1991,1520,6000
3222,7334602070,290000.0,3,1.75,1710,10950,1.0,1060,650,1967,1180,10950
5550,8029200190,227000.0,3,1.0,1280,7198,1.0,1280,0,1916,1260,7198
9198,2622049052,400000.0,3,2.5,2740,83199,2.0,2740,0,1973,2500,29269
13034,3126049261,259250.0,3,1.0,940,5904,1.0,940,0,1947,870,5728
19500,4443800705,465000.0,3,1.0,910,3880,1.0,780,130,1942,1220,3880
19460,2473420100,279950.0,3,2.25,1850,7480,2.0,1850,0,1978,1870,7480
12395,7922710520,615000.0,4,2.25,1780,10260,2.0,1780,0,1971,2360,10080
4574,3336001911,319000.0,2,1.0,960,4400,1.0,960,0,1951,1520,5000
3393,3797000300,405000.0,2,1.0,880,3000,1.0,880,0,1927,1300,3000
6258,5406500480,668000.0,4,2.5,2670,4410,2.0,2670,0,1999,2670,4410
2885,6706600090,402000.0,3,2.5,1960,8000,1.0,1290,670,1977,1960,8000
9263,1518000230,315000.0,4,2.75,1580,3770,1.0,1080,500,2002,1740,3800
18319,1250202990,881000.0,5,3.0,2510,4125,1.5,1590,920,1925,2190,5415
2683,6441800060,725786.0,4,2.5,3070,5762,2.0,3070,0,2000,3630,6500
10935,2141500070,450000.0,4,2.5,2400,7693,2.0,2400,0,2003,2400,8038
6536,9407101900,280000.0,3,1.0,1370,11050,1.0,1370,0,1981,1520,10000
12365,5451300117,1550000.0,4,4.0,5280,17677,2.0,3220,2060,1978,3470,17474
5081,326069132,643000.0,3,1.5,1780,214315,1.0,1780,0,1954,2740,133419
17664,7153400100,315000.0,3,2.75,1780,15114,1.0,1080,700,1980,1792,10155
9536,3083000910,410000.0,3,2.0,1320,6000,1.5,1320,0,1920,1620,4000
20393,3021059304,300000.0,6,3.0,2744,9926,2.0,2744,0,2006,2470,9926
19345,2597530650,820000.0,3,2.5,2970,9600,2.0,2970,0,1994,2970,9707
8091,3972900215,315000.0,2,1.0,1120,7350,1.0,1120,0,1942,1320,7545
10019,2473420070,291600.0,3,1.75,1630,7480,1.0,1330,300,1979,1940,7480
3171,6115400008,587500.0,4,1.75,2500,20868,1.0,1600,900,1956,2170,15026
19419,8682220230,779950.0,2,2.5,2680,7625,1.0,2680,0,2002,2310,7395
21192,642150080,675900.0,3,2.5,2920,9096,2.0,2920,0,2013,2930,7995
451,3775300030,333500.0,3,1.75,1220,9732,1.0,1220,0,1965,1630,10007
12244,5418200340,650000.0,4,2.5,2580,9450,1.0,1660,920,1959,2060,9450
18183,2424059119,1100000.0,4,3.5,4560,41636,2.0,4170,390,1995,2990,11381
9192,7899800476,267100.0,2,2.5,1250,1580,2.0,1030,220,2005,1250,1361
11286,8598200070,278000.0,2,2.5,1420,2229,2.0,1420,0,2004,1500,2230
18318,2421059125,579950.0,4,2.5,2880,213444,1.0,2140,740,1984,2810,213444
5732,9528102771,499000.0,3,2.5,1610,1728,3.0,1610,0,2000,1540,3090
5792,7522500020,730001.0,3,2.0,1840,4750,1.0,1010,830,1951,1760,5510
14729,7202340720,620000.0,3,2.5,2480,9041,2.0,2480,0,2004,2480,6500
1606,3286800260,780000.0,5,2.5,3480,74052,1.0,1980,1500,1972,2610,65775
2579,1121059105,378500.0,3,2.5,2860,43821,2.0,2860,0,1990,2370,65340
13086,7504030220,712000.0,4,2.25,2450,11960,1.0,2450,0,1979,2600,11960
6045,4045100190,2196000.0,4,3.25,4250,18000,2.0,3350,900,1980,3790,14537
21563,9406530090,337000.0,4,2.5,2470,5100,2.0,2470,0,2005,2240,5123
221,7138000260,279950.0,3,2.0,1750,9750,1.0,1350,400,1961,1900,10125
11323,2600010390,825000.0,4,2.25,2430,10050,2.0,2430,0,1979,2390,10250
14446,2917200365,445434.0,2,1.0,1470,7137,1.0,1020,450,1941,1470,7067
6198,2191600780,219000.0,2,1.0,1050,9000,1.5,1050,0,1984,1550,9600
7882,7784000180,625000.0,3,2.0,2168,12616,2.0,2168,0,1950,2168,9750
17929,6149700194,319950.0,3,3.25,1510,1245,3.0,1510,0,2007,1510,1245
12462,8082400136,815000.0,4,2.75,2620,4743,1.0,1310,1310,1949,1900,4764
4101,7202340930,634800.0,4,3.0,3280,4904,2.0,3280,0,2005,2600,5004
20415,1972200556,609000.0,3,1.75,1630,1526,3.0,1630,0,2014,1570,1274
12134,2767604170,975000.0,3,3.0,1850,5000,1.5,1850,0,1900,1360,2500
13688,3271301175,661000.0,2,1.0,1260,5800,1.0,1260,0,1939,1830,5800
3492,3223059303,790000.0,4,3.0,3120,157875,2.0,3120,0,1977,1580,7050
2904,7598100735,769000.0,4,2.75,3630,15405,1.0,1850,1780,1968,3380,11184
13904,3348401490,265000.0,2,2.0,1860,10856,1.0,1260,600,1952,1250,10008
6006,1545803390,252000.0,3,2.5,1680,8284,2.0,1680,0,1989,1550,8284
16003,2296700050,475000.0,4,3.0,2410,8284,1.0,1210,1200,1969,2050,7940
2012,3626500045,760000.0,3,2.5,1980,13964,1.0,1980,0,1959,2040,13964
1457,1596600060,250000.0,1,1.0,660,2600,1.0,660,0,1919,1560,5445
15118,3616600250,1600000.0,3,3.25,3790,19000,2.0,3790,0,1985,2740,18628
265,8078560140,290000.0,4,2.5,1700,7280,2.0,1700,0,1988,1950,7475
459,1796360350,255000.0,3,1.75,1240,8659,1.0,1240,0,1986,1490,8223
16756,2770601763,450000.0,3,3.5,1790,1288,3.0,1390,400,2000,1560,1426
4539,3223069118,554000.0,3,3.5,3380,108900,2.0,2700,680,1999,2250,130680
15141,2473372040,345000.0,4,2.25,2320,7350,2.0,2320,0,1973,2170,7350
17390,3575302759,365000.0,2,1.75,1270,7500,1.0,1270,0,1982,1280,7500
5022,5706200170,425000.0,3,1.75,1680,14630,1.5,1680,0,1985,1920,14630
11764,1774000030,395000.0,6,2.25,2950,11200,1.0,1700,1250,1970,1790,11200
1027,2224700136,315000.0,4,1.0,1300,8400,1.5,1300,0,1953,1330,8400
13887,1250200418,345000.0,2,1.5,1180,844,2.0,990,190,2005,1170,1400
6286,5416500840,320000.0,4,2.5,2570,4865,2.0,2570,0,2005,2570,4933
6803,7335400345,135000.0,2,1.0,780,6685,1.0,780,0,1948,880,6695
16327,3776300010,1030000.0,4,3.5,2730,5607,1.0,1660,1070,1948,1720,5400
16437,8857320130,472000.0,2,2.25,1800,2748,2.0,1800,0,1979,1800,2755
18694,424069206,835000.0,4,2.5,2950,48351,2.0,2950,0,1986,2870,34417
3931,3592500985,880000.0,4,2.5,2350,4675,2.0,2150,200,1923,2240,3848
19028,9828701295,295000.0,2,1.0,650,5400,1.0,650,0,1950,1310,4906
1522,2621750340,337000.0,3,2.0,1690,9087,1.0,1690,0,1997,2090,8100
10676,7334401000,278000.0,3,1.0,1230,9440,1.0,1230,0,1978,1230,10296
9652,3286800110,575000.0,5,1.75,2980,53578,1.0,2230,750,1976,2860,75546
18999,1722069097,540000.0,3,2.5,3100,100188,1.0,1820,1280,1981,2430,104979
20700,3574770030,564950.0,4,2.75,2990,4521,2.0,2990,0,2014,2580,7539
12657,1336300610,1272500.0,4,1.75,2040,5000,2.0,2040,0,1921,3220,5600
4104,7230900100,417000.0,3,1.75,1590,11454,1.0,1590,0,1979,1970,9960
11062,6141100320,570000.0,2,1.0,1500,6685,1.0,1190,310,1926,1420,6561
134,2767602356,675000.0,4,3.5,2140,2278,3.0,2140,0,2005,1540,2285
21556,476000017,553000.0,2,2.0,1400,1512,2.0,940,460,2006,1400,3500
8832,2558600100,500000.0,4,2.0,2100,12620,1.0,2100,0,1972,1720,7840
17704,3500100015,327500.0,2,1.0,830,8183,1.0,830,0,1950,1180,8184
14133,4074300150,460000.0,4,1.75,1560,7200,1.0,860,700,1943,1420,7200
1448,8907500070,5350000.0,5,5.0,8000,23985,2.0,6720,1280,2009,4600,21750
10087,4388000260,200000.0,3,1.0,1150,10132,1.0,1150,0,1970,1180,8713
8131,2475900850,212000.0,2,1.0,770,7000,1.0,770,0,1921,1100,8777
19430,7852010900,523000.0,3,2.5,2400,6182,2.0,2400,0,1998,2420,5829
4057,318500300,650000.0,4,2.75,2640,6240,2.0,2640,0,2001,2640,5898
16574,9200000050,109500.0,2,1.0,800,10625,1.0,800,0,1942,1130,10625
19608,1026069106,413100.0,3,2.25,1790,231303,1.0,1250,540,1980,2090,93654
19338,205000120,628990.0,4,2.5,2540,32647,2.0,2540,0,1996,2740,32647
18460,2616800600,840000.0,7,4.5,4290,37607,1.5,4290,0,1982,2810,40510
14481,921049141,645000.0,3,2.25,3280,79279,1.0,3280,0,2001,1860,24008
3494,2023069059,790000.0,3,3.0,2840,206910,2.0,2840,0,1999,2070,25067
13138,7229900145,430000.0,4,2.5,2010,16020,1.5,2010,0,1962,1420,16020
14898,4376800010,610000.0,4,2.25,1960,9021,2.0,1960,0,1973,1960,9975
18482,4389201095,3650000.0,5,3.75,5020,8694,2.0,3970,1050,2007,4190,11275
5453,826069127,483000.0,3,2.25,2100,43560,1.0,1330,770,1977,2100,43560
15344,2310000250,190000.0,3,2.25,1640,7730,1.0,1220,420,1989,1560,7566
8902,4058801225,350000.0,4,1.75,1820,6930,1.0,1320,500,1952,1820,6825
10509,6600220550,495000.0,3,1.75,1440,11787,1.0,1440,0,1983,2190,11787
19357,3585300194,1400000.0,5,3.25,4140,32700,1.0,2190,1950,1973,3220,22077
3208,2594200375,427500.0,3,1.75,1240,7200,1.0,1240,0,1942,1640,7200
20157,1102000514,970000.0,5,3.5,3400,9804,2.0,2550,850,2008,2380,7440
15268,1862400471,392500.0,3,3.25,1600,1289,3.0,1600,0,1998,1600,1376
16027,6928000440,301950.0,3,1.75,1370,9288,1.0,1370,0,1988,1500,9864
21249,9578060470,494000.0,3,2.5,2310,4729,2.0,2310,0,2011,2440,4711
16788,8732020670,400000.0,3,1.75,1830,9620,1.0,1830,0,1978,1990,8280
15308,1823069088,492000.0,2,1.75,1300,22239,1.0,1300,0,1945,1300,14810
10499,8712100350,1350000.0,4,3.25,3030,5164,1.5,2700,330,1925,1890,4415
9210,3420069055,350000.0,4,2.25,1570,499571,1.0,1570,0,1972,1700,181708
11228,4229900140,310000.0,2,1.0,720,5750,1.0,720,0,1943,980,6125
3922,8682280490,431500.0,2,2.0,1370,4866,1.0,1370,0,2005,1365,4784
180,3830630310,260000.0,3,2.5,1670,5797,2.0,1670,0,1988,1670,6183
19765,5100400251,390000.0,2,1.0,962,1992,2.0,962,0,2012,1130,1992
1493,1737100830,577000.0,4,2.25,2360,7490,2.0,2360,0,1979,2360,7490
19543,1630700276,385000.0,2,1.5,1370,159865,1.0,1370,0,1960,1370,16217
12694,6326000205,290000.0,4,1.75,2340,7200,1.0,1590,750,1960,1970,7800
11402,3426049284,2300000.0,4,3.25,4110,15929,2.0,2720,1390,2001,2640,15929
20836,3814900260,402395.0,4,2.5,2669,5385,2.0,2669,0,2014,2669,4645
15874,7403200050,1600000.0,3,2.25,3370,23065,1.0,1920,1450,1980,3410,19688
16126,1725059252,550000.0,4,3.5,2770,24140,2.0,2770,0,1967,1720,16011
980,8899200570,280000.0,3,2.25,1900,7800,1.0,1390,510,1977,1730,7800
11423,4137000700,273000.0,3,2.25,1830,7651,2.0,1830,0,1986,2160,8442
1535,1115300270,900000.0,6,3.75,4210,6105,2.0,3280,930,2008,3820,6368
17316,3904920380,578550.0,3,2.5,2120,6602,2.0,2120,0,1989,2330,7795
4449,2695600195,379500.0,2,1.0,960,5096,1.0,960,0,1949,1760,4488
1346,9542100135,620000.0,4,1.75,2350,18800,1.0,2350,0,1959,3050,14640
10294,1552510160,488500.0,3,2.75,1820,9490,2.0,1820,0,1994,1950,8851
20940,1823059241,609000.0,4,3.5,3990,11270,2.0,2930,1060,2007,1980,11328
18373,2193320450,655000.0,4,3.0,2570,8022,1.0,1370,1200,1984,2090,8022
8616,1122069006,540500.0,3,2.0,2800,185130,1.0,2320,480,1996,2200,72055
13616,7853340330,384205.0,3,2.75,1810,3292,2.0,1810,0,2014,1810,2769
5163,1954420380,485000.0,3,2.25,1570,6810,1.0,1180,390,1988,1620,6584
20507,7299600530,280000.0,3,2.5,1608,4818,2.0,1608,0,2012,2009,5200
20321,1760650670,270000.0,3,2.25,1400,3825,2.0,1400,0,2012,2110,3825
17004,6819100080,636100.0,3,1.0,1010,6000,1.5,1010,0,1919,1960,4000
20551,2767704649,425000.0,2,2.5,1320,1329,2.0,1180,140,2007,1490,5000
1034,2424059035,768000.0,3,2.5,3220,54160,2.0,2690,530,1981,3460,44374
688,1566100400,387500.0,3,1.0,1220,8329,1.0,1220,0,1946,1490,8322
1512,5255690060,413000.0,5,2.5,2900,8711,1.0,1650,1250,1977,2340,8869
5405,8860500130,365000.0,4,3.5,2720,6781,2.0,2100,620,1999,2280,5942
12753,7349650120,292000.0,4,2.75,2910,7712,1.0,1600,1310,1998,2220,6649
16601,3291800670,439000.0,3,2.5,3180,7904,1.0,1810,1370,2006,1950,7800
17501,3764650010,500000.0,3,2.5,2300,4307,2.0,2300,0,1998,2010,4307
7247,5416500950,428900.0,4,2.5,2820,5056,2.0,2820,0,2006,2820,5150
9598,7973202712,130000.0,2,1.0,780,5300,1.0,780,0,1941,780,5300
18181,3291800120,262500.0,3,1.0,970,7854,1.0,970,0,1980,1480,7800
13023,9211500620,182700.0,3,2.25,1740,6650,1.0,1240,500,1978,1740,7000
5352,8643200020,407000.0,4,2.25,2810,23400,1.0,1710,1100,1958,1860,14900
16801,9197100101,225000.0,2,1.0,1010,5408,1.0,1010,0,1926,980,7800
12299,3531900060,345000.0,2,1.0,860,8250,1.0,860,0,1940,1780,11200
9938,8842400071,352000.0,5,2.5,2420,8560,1.0,1620,800,1978,2210,7040
15643,6844701680,455000.0,2,1.5,1260,5100,1.0,1260,0,1941,1640,5100
15537,6413600285,402000.0,3,1.75,1580,6127,1.5,1580,0,1947,1500,6128
655,5196410260,1000000.0,3,2.5,3180,10492,2.0,3180,0,1991,3000,9812
2119,824069121,585000.0,5,3.5,3180,40946,1.0,1690,1490,1968,2430,29620
18753,3876313120,505000.0,3,1.75,1800,7210,1.0,1370,430,1976,1820,8100
10804,269000030,976000.0,4,1.5,3120,7680,1.0,1660,1460,1956,2900,7680
409,1560930070,840000.0,4,3.5,2840,40139,1.0,2840,0,1986,3180,36852
3794,4435000705,255500.0,3,1.0,1350,8700,1.5,1350,0,1942,1300,8700
2876,9542400025,720000.0,4,1.75,2620,11041,1.5,2620,0,1962,2230,11041
17230,2470200020,1880000.0,4,2.75,3260,19542,1.0,2170,1090,1968,3480,19863
13367,7519000580,610000.0,4,1.0,1390,3708,1.5,1390,0,1926,1430,3708
13586,1226059101,502000.0,3,2.25,1600,45613,2.0,1600,0,1983,2320,43005
19283,4449800063,435000.0,2,1.0,750,2786,1.0,750,0,1947,1700,4653
6409,2815600305,695000.0,3,2.0,2560,6800,1.0,1380,1180,1952,1780,6800
5527,3821200050,119500.0,3,1.0,1170,11000,1.0,1170,0,1980,1590,10894
4279,2644900110,370000.0,3,1.75,1530,10300,1.0,1530,0,1978,1940,9883
5414,8058500005,290000.0,2,1.0,1620,5400,1.0,920,700,1926,1540,7245
8852,1099760230,291000.0,3,2.25,1480,7200,1.0,1190,290,1975,1830,7200
13961,1954430180,485000.0,3,2.5,1680,7385,2.0,1680,0,1988,1970,7470
21302,7853360480,540000.0,4,2.5,2710,9248,2.0,2710,0,2011,2710,5000
13678,7229100040,300000.0,5,2.5,2093,10350,1.5,2093,0,1963,1520,10350
14575,1432400120,255000.0,3,1.0,1010,7690,1.0,1010,0,1958,1010,7619
5254,1898200080,349000.0,3,2.5,2550,7709,2.0,2550,0,1989,2410,9250
4641,4054520100,898000.0,4,2.5,3700,63991,2.0,3700,0,1992,3210,47215
2458,2568200140,739900.0,5,2.5,2980,5377,2.0,2980,0,2006,3150,6593
15868,587550010,570000.0,4,3.5,3990,23544,1.0,2300,1690,1999,3410,15932
12213,4154303215,902000.0,3,2.75,3240,7200,1.0,1620,1620,1960,2700,7200
20685,6358900070,810000.0,4,3.25,4140,46173,2.0,4140,0,2007,2060,43103
4936,3277801640,440000.0,4,1.5,1690,3245,1.5,1690,0,1929,1380,1590
4003,6209000165,247500.0,4,1.75,2290,7765,1.0,2290,0,1936,1240,8215
17133,6143000020,175000.0,3,1.75,1910,17003,1.5,1910,0,1963,1820,14806
14553,2591780180,365000.0,5,2.75,3260,9253,2.0,3260,0,2004,2770,8067
4794,5412400170,259000.0,3,2.0,1390,7120,1.0,1390,0,1988,1530,7688
8304,5466350120,256500.0,3,2.0,1320,8568,1.0,1320,0,1993,1600,8463
13253,2877104196,760000.0,3,2.0,1780,1750,1.0,1400,380,1927,1780,3750
17041,3222059007,370000.0,3,1.5,1690,161913,1.0,1430,260,1952,1930,12548
17820,7957600025,245000.0,3,1.5,1260,7964,1.0,1260,0,1955,1510,8776
13582,2698200210,274000.0,3,1.75,1440,7198,1.0,990,450,1981,1550,7156
14053,3764500230,661000.0,3,2.0,1820,4418,2.0,1820,0,1994,1920,13402
6216,414100630,335000.0,3,1.0,1380,7470,1.0,1380,0,1965,1440,7473
2168,8029740060,345000.0,5,2.75,1940,4182,1.0,1240,700,2002,1950,4182
8309,1426049054,450000.0,3,1.75,1400,13775,1.0,1400,0,1963,2200,10450
16705,546001060,763000.0,4,1.75,1850,4388,2.0,1850,0,1941,1410,4107
20006,3277801417,341000.0,3,2.5,1480,1663,2.0,1180,300,2012,1380,1537
14598,3630120970,770000.0,3,3.25,3310,5000,2.0,3310,0,2006,2670,4907
14545,2326059080,1225000.0,3,2.5,3420,79279,2.0,3420,0,1990,4240,40500
20482,3278612370,349900.0,3,2.5,1580,2765,2.0,1580,0,2011,1580,1820
18620,4024700100,270000.0,4,1.0,1430,5909,1.0,1070,360,1947,1460,8433
695,7697870860,245000.0,3,2.0,1410,5760,1.0,1410,0,1985,1670,6222
2408,8562900240,1015000.0,3,3.5,2880,11340,1.0,1690,1190,1980,2530,11340
16179,4059400585,218000.0,3,1.0,880,18205,1.0,880,0,1945,1110,16115
6244,5703000050,545000.0,3,2.25,1780,191228,2.0,1780,0,1988,2440,87120
1020,7701990560,840000.0,4,2.75,3130,21810,2.0,3130,0,1993,3330,21810
20423,1760650610,324500.0,4,2.5,2110,3825,2.0,2110,0,2012,2110,3825
13361,5408100035,568000.0,3,1.0,1340,7260,1.5,1340,0,1953,1830,6822
10378,1370800560,979700.0,4,2.25,2480,6000,2.0,2380,100,1929,3030,5600
12010,2880100240,439950.0,2,1.75,1210,3000,1.0,910,300,1906,1260,3000
13903,3630060150,550000.0,3,2.5,2080,2625,2.0,2080,0,2006,1760,2772
16867,6071700020,515000.0,3,2.25,1640,8400,1.0,1640,0,1962,2110,8400
15975,2473002500,475000.0,3,1.75,2270,13000,1.0,2270,0,1968,2440,10000
13103,2768300650,453000.0,3,2.5,1650,1838,2.0,1270,380,1991,1550,1558
4387,3523089019,480000.0,4,3.5,3370,435600,2.0,3370,0,2005,2790,114868
15218,2787250190,645000.0,4,2.5,2860,14000,2.0,2860,0,1995,2650,14564
15999,9477940440,465950.0,4,2.5,2340,6896,2.0,2340,0,2001,2950,6775
15440,8732030440,305000.0,4,2.5,2510,12000,1.0,1520,990,1977,2210,8320
16498,236500050,298500.0,3,2.0,2420,8800,1.0,1420,1000,1959,1546,8666
9610,993000100,760000.0,6,3.75,3810,6150,2.0,3810,0,1977,1830,5125
14219,5466700360,234000.0,4,2.0,1710,7455,1.0,1030,680,1975,1710,7350
18291,7203220300,895990.0,4,2.75,3555,6565,2.0,3555,0,2014,3625,5637
11029,8682292180,410000.0,2,2.0,1350,3926,1.0,1350,0,2007,1440,3926
15750,5209200010,485000.0,3,1.5,1870,7853,1.0,1300,570,1962,1870,8300
19910,7853360990,430000.0,3,2.5,1950,4949,2.0,1950,0,2009,2200,5740
17049,8663310010,455000.0,3,2.5,1980,7309,2.0,1980,0,1993,2060,9681
3470,2313900165,479200.0,3,2.0,1510,3750,1.5,1510,0,1928,1500,5000
1084,6114600030,675000.0,4,3.0,2690,28300,1.0,2690,0,1954,2820,27100
11679,3303990030,840000.0,4,2.75,3040,13559,2.0,3040,0,2003,3830,12202
12368,6679000960,336500.0,4,2.5,2500,5264,2.0,2500,0,2003,1960,5250
8575,8161000230,498000.0,4,2.5,2300,22445,2.0,2300,0,1992,2640,21886
19810,9510860060,710000.0,3,2.5,2440,4153,2.0,2440,0,2003,2030,4143
1624,1223089083,750000.0,3,2.75,3010,206910,2.0,3010,0,2001,1580,120675
3396,2721049059,225000.0,3,2.0,2030,24829,1.0,1220,810,1979,1980,15204
3488,2523039278,324950.0,3,1.5,1460,8710,1.0,1460,0,1955,1400,8645
20954,9826700707,492000.0,3,2.5,1690,1479,3.0,1420,270,2005,1280,1253
13935,2159900120,419000.0,2,2.5,1470,2034,2.0,1470,0,1985,1510,2055
16357,2767600635,742500.0,2,3.0,2020,5000,1.0,1350,670,1952,1160,1118
12608,3812400455,291000.0,7,1.0,2350,8636,1.0,1550,800,1962,1500,7366
499,7852030960,437500.0,3,2.5,2120,4500,2.0,2120,0,2000,2530,4816
5047,319500080,764000.0,4,2.5,2790,7938,2.0,2790,0,1997,2780,7779
14455,1061500360,287000.0,5,1.5,2040,11772,1.0,1030,1010,1963,1560,9435
13526,1787600209,432500.0,3,2.5,1340,8867,2.0,1340,0,1984,1630,7287
9958,7888700030,605000.0,3,2.5,2960,18600,2.0,2960,0,1979,2740,15681
2075,3623500260,1200000.0,3,1.75,1560,8078,1.5,1560,0,1928,2890,16710
2136,4219400520,1735000.0,4,2.25,3040,5000,2.0,2080,960,1926,2870,5000
21201,518500460,2230000.0,3,3.5,3760,5634,2.0,2830,930,2014,3560,5762
13895,2500600297,243500.0,3,3.0,2110,7794,1.0,2110,0,1981,1330,10044
5653,7283900010,350000.0,3,1.0,1080,7000,1.0,1080,0,1916,1410,7214
10076,9225900055,380000.0,3,1.75,1750,10870,1.0,1750,0,1968,1230,10868
12621,4036800925,405000.0,3,2.75,1310,7300,1.0,1310,0,1957,1310,7030
13888,7967900150,367950.0,4,2.5,3030,9500,2.0,3030,0,1989,2650,9500
5227,1782000130,383000.0,3,1.0,1800,5612,1.0,1200,600,1942,1450,5250
3062,3163600015,156000.0,2,1.0,600,4000,1.0,600,0,1933,1290,6973
12291,254000075,368000.0,2,1.5,1660,4680,1.0,830,830,1908,1930,5400
6098,1424059022,1150000.0,3,2.5,3830,48743,2.0,3830,0,1991,2950,8299
18964,2768200090,890000.0,6,3.75,2770,5000,1.0,1870,900,1969,1570,2108
2003,4319200505,560000.0,5,1.0,1710,9100,1.5,1320,390,1926,1880,9100
5071,1592000780,625000.0,3,2.5,2600,10092,1.0,2600,0,1984,2440,9298
9616,1687910100,655000.0,4,2.25,2060,8470,1.0,1440,620,1983,2180,8978
9566,5200100115,540000.0,3,1.75,1610,3478,1.5,1060,550,1929,1610,3478
3111,3751600176,196000.0,3,1.5,1000,18568,1.0,1000,0,1989,1610,17420
13597,5608010650,965000.0,4,2.5,3420,9575,2.0,3420,0,1994,3310,8192
14675,2051200506,390000.0,3,1.0,1190,85226,1.5,1190,0,1935,1360,46960
19652,2781280310,274000.0,3,2.5,1830,2517,2.0,1830,0,2005,1610,2762
10767,1023059190,210000.0,3,1.5,1160,10125,1.0,1160,0,1959,1440,10018
6181,2787310130,289950.0,4,1.75,2090,7416,1.0,1050,1040,1970,1710,7527
4688,4358700100,465000.0,3,2.5,1450,5175,1.0,1030,420,1995,1740,9250
1703,3121069036,617000.0,3,1.75,3020,360241,2.0,3020,0,1992,1890,209959
21200,1959700225,720000.0,3,1.75,1370,1990,3.0,1370,0,2014,1730,1990
18874,3205500230,381000.0,3,1.75,1330,7216,1.0,1330,0,1969,1500,8000
19388,7974200937,465000.0,3,1.5,1270,5112,1.0,1270,0,1950,1580,5080
11482,6819100111,1125000.0,4,2.5,2520,2600,2.0,1670,850,1925,2290,3600
14008,6146600175,129000.0,2,1.0,760,5240,1.0,760,0,1949,980,5080
14604,1525069095,925000.0,4,2.5,3280,209088,2.0,3280,0,1994,2460,39498
1202,1231000510,263000.0,3,1.75,1490,3800,1.0,700,790,1913,2180,4000
14779,4122700040,860000.0,3,1.75,2600,15064,1.0,1700,900,1967,2940,14984
31,2426039314,280000.0,2,1.5,1190,1265,3.0,1190,0,2005,1390,1756
697,2013200390,268000.0,4,1.75,1680,9966,1.0,1100,580,1977,2400,10369
13421,1854900330,697000.0,4,2.5,3160,6961,2.0,3160,0,2005,3110,5058
11557,1923300135,365000.0,3,1.75,1820,5555,1.0,1030,790,1939,1420,4000
631,582000135,565000.0,2,1.75,1330,6000,1.0,960,370,1914,1620,6000
15572,587800130,330000.0,3,2.5,1990,9995,2.0,1990,0,1996,1680,7511
9970,7840800135,290000.0,1,2.0,1240,4800,2.0,1240,0,1910,1030,4800
13520,6116500366,439000.0,3,1.0,1530,19007,1.0,1290,240,1949,2090,20962
17526,6392002635,594000.0,4,1.75,1870,5200,2.0,1200,670,1937,1790,5000
15590,5361700020,430000.0,3,1.5,1450,7316,1.0,1450,0,1961,1440,7316
14359,106000395,405000.0,3,1.0,1410,8053,1.0,1410,0,1951,1170,8042
635,7199330390,415000.0,3,1.75,1070,8000,1.0,1070,0,1977,1200,7990
18447,2484700155,705000.0,4,2.0,2060,6000,1.0,1370,690,1954,2060,6600
10755,4038300070,400000.0,3,1.5,1510,8360,1.0,1120,390,1960,1700,8360
15671,9407101850,345000.0,3,2.25,1690,14615,2.0,1690,0,1979,1390,11360
13011,293610040,600000.0,4,2.75,2950,5803,2.0,2950,0,2007,2940,5803
18392,7202360760,790000.0,4,2.5,3500,9198,2.0,3500,0,2004,3990,8598
9538,5608010750,1160000.0,4,3.5,4190,15724,2.0,4190,0,1994,3300,10113
2848,7236500025,306000.0,3,1.75,1560,7500,1.0,1560,0,1966,1600,7904
19211,9144300120,374500.0,3,1.0,960,9531,1.0,960,0,1969,1670,9250
2796,1454100267,430000.0,2,1.0,1460,9207,1.0,1210,250,1947,1500,6898
11514,1377800135,676000.0,3,2.0,1730,6784,2.5,1730,0,1942,1210,6784
11734,7967700570,245000.0,3,2.25,1350,6775,1.0,930,420,1981,1460,7210
14406,1562100220,605000.0,6,2.0,2610,9132,1.0,1320,1290,1965,2170,8000
16570,2923039243,340000.0,4,1.0,1200,11834,1.0,1200,0,1972,1670,47462
